36162,60843,73,1300000
16366,60843,84,1300000
21413,60843,79,1300000
64662,60843,88,1300000
77449,60843,90,1300000
59970,60843,100,1300000
93092,60843,86,1300000
13437,60843,79,1300000
18798,60843,99,1300000
45489,60843,84,1300000
38324,60843,99,1300000
11077,60843,95,1300000
74452,60843,70,1300000
36678,60843,92,1300000
16053,60843,80,1300000
38201,60843,73,1300000
78710,60843,98,1300000
41563,88328,82,1300000
74034,88328,93,1300000
80942,88328,91,1300000
36986,88328,86,1300000
30855,88328,99,1300000
15012,88328,78,1300000
18840,88328,74,1300000
44395,88328,85,1300000
83057,88328,79,1300000
63482,88328,72,1300000
73456,88328,89,1300000
14114,88328,71,1300000
63630,88328,70,1300000
17773,88328,74,1300000
45296,88328,78,1300000
57435,88328,73,1300000
43099,88328,98,1300000
39972,88328,84,1300000
93839,88328,70,1300000
53215,13328,74,1300000
71410,13328,100,1300000
27768,13328,81,1300000
99586,13328,72,1300000
44905,13328,88,1300000
32828,13328,90,1300000
66206,13328,83,1300000
92764,13328,98,1300000
34242,13328,85,1300000
57261,13328,73,1300000
27024,13328,89,1300000
71216,13328,77,1300000
63487,13328,77,1300000
73577,13328,73,1300000
38161,13328,82,1300000
76928,13328,99,1300000
87394,13328,73,1300000
62498,13328,91,1300000
58206,13328,72,1300000
34951,13328,83,1300000
72897,75478,92,1300000
46008,75478,75,1300000
18368,75478,86,1300000
15919,75478,73,1300000
67015,75478,77,1300000
39147,47316,86,1300000
92540,47316,98,1300000
24101,47316,89,1300000
72771,47316,94,1300000
68134,47316,98,1300000
13370,47316,81,1300000
70412,47316,93,1300000
61247,47316,72,1300000
54414,47316,81,1300000
78501,47316,100,1300000
66390,47316,94,1300000
68549,47316,85,1300000
37176,47316,95,1300000
92887,47316,70,1300000
63941,47316,89,1300000
25787,47316,73,1300000
42724,47316,97,1300000
91801,47316,71,1300000
69447,47316,94,1300000
88062,47316,80,1300000
53723,48367,86,1300000
33899,48367,91,1300000
20431,48367,71,1300000
92820,48367,99,1300000
94461,48367,91,1300000
51434,48367,92,1300000
30127,48367,75,1300000
77630,48367,94,1300000
40739,48367,84,1300000
16201,48367,96,1300000
67890,48367,84,1300000
86846,48367,70,1300000
12366,48367,91,1300000
19454,48367,83,1300000
92781,48367,70,1300000
57844,58032,82,1300000
44517,58032,75,1300000
52334,58032,74,1300000
82153,58032,96,1300000
92544,58032,98,1300000
13631,58032,73,1300000
21431,58032,81,1300000
82044,58032,89,1300000
33568,58032,77,1300000
13239,58032,95,1300000
71484,58032,91,1300000
20384,58032,88,1300000
96626,58032,99,1300000
44485,58032,91,1300000
66197,58032,87,1300000
78562,58032,72,1300000
98229,58032,85,1300000
90221,58032,100,1300000
69424,58032,84,1300000
42013,58032,75,1300000
13679,58032,83,1300000
66324,79205,92,1300000
88783,79205,85,1300000
82552,79205,74,1300000
14633,79205,79,1300000
81948,79205,86,1300000
73190,79205,71,1300000
53939,79205,98,1300000
90545,79205,79,1300000
35692,79205,88,1300000
83620,79205,89,1300000
52214,79205,82,1300000
72666,79205,87,1300000
16031,79205,73,1300000
18062,79205,70,1300000
47421,79205,73,1300000
66909,79205,98,1300000
65821,79205,78,1300000
19231,79205,81,1300000
95302,79205,82,1300000
12113,79205,77,1300000
41172,32257,85,1300000
75666,32257,92,1300000
54575,32257,77,1300000
70984,32257,70,1300000
71779,32257,99,1300000
28347,32257,73,1300000
49054,32257,92,1300000
98044,32257,70,1300000
63310,32257,73,1300000
80240,32257,92,1300000
87221,32257,83,1300000
48368,32257,70,1300000
23348,32257,71,1300000
98125,32257,91,1300000
71910,32257,94,1300000
91998,32257,89,1300000
73786,32257,92,1300000
18434,10902,100,1300000
21632,10902,97,1300000
93464,10902,76,1300000
78508,10902,70,1300000
82487,10902,72,1300000
71357,10902,89,1300000
77585,10902,89,1300000
85319,10902,98,1300000
63682,10902,100,1300000
96520,10902,86,1300000
94756,10902,82,1300000
36733,10902,93,1300000
95477,10902,70,1300000
54732,10902,100,1300000
23538,10902,74,1300000
81740,10902,83,1300000
65674,10902,81,1300000
95886,10902,83,1300000
49621,10902,80,1300000
29424,43600,78,1300000
47993,43600,93,1300000
48411,43600,100,1300000
57010,43600,95,1300000
65713,43600,98,1300000
73621,43600,89,1300000
73134,43600,76,1300000
51496,43600,80,1300000
73865,43600,85,1300000
91701,43600,82,1300000
60616,43600,88,1300000
52952,43600,84,1300000
94034,43600,97,1300000
52830,43600,93,1300000
39782,43600,84,1300000
26302,43600,98,1300000
81872,43600,97,1300000
70853,43600,70,1300000
44389,90570,78,1300000
92900,90570,97,1300000
27510,90570,85,1300000
40910,90570,73,1300000
37763,90570,70,1300000
44607,90570,79,1300000
32545,90570,86,1300000
18510,90570,85,1300000
31213,90570,96,1300000
14519,90570,92,1300000
11105,90570,93,1300000
80206,90570,74,1300000
63623,90570,89,1300000
83697,27735,85,1300000
48245,27735,75,1300000
11156,27735,89,1300000
35472,27735,70,1300000
71660,27735,87,1300000
41742,27735,95,1300000
43091,27735,81,1300000
92717,27735,83,1300000
36777,27735,86,1300000
54229,27735,72,1300000
33352,27735,99,1300000
71779,27735,94,1300000
99455,27735,73,1300000
32107,99994,88,1300000
80588,99994,97,1300000
54885,99994,86,1300000
38092,99994,89,1300000
16196,99994,97,1300000
48247,99994,93,1300000
13868,99994,86,1300000
64560,99994,88,1300000
89616,99994,99,1300000
73351,99994,92,1300000
53783,99994,78,1300000
57528,99994,82,1300000
35324,99994,71,1300000
87524,99994,73,1300000
43606,99994,80,1300000
58997,99994,89,1300000
24750,99994,98,1300000
59759,99994,74,1300000
86581,99994,71,1300000
65740,45458,76,1300000
52461,45458,78,1300000
76346,45458,91,1300000
48311,45458,77,1300000
40393,45458,70,1300000
12577,45458,89,1300000
52244,45458,86,1300000
55646,45458,84,1300000
72556,45458,84,1300000
27139,45458,95,1300000
23539,45458,96,1300000
28527,45458,82,1300000
35282,45458,94,1300000
85780,45458,80,1300000
98843,45458,85,1300000
44398,45458,97,1300000
21069,45458,82,1300000
34440,88036,96,1300000
67703,88036,100,1300000
